1	Solution - 2884	191	853	92	0	20	[0, 31, 50, 22, 40, 31, 50, 22, 40, 0, 0, 3, 4, 46, 5, 3, 4, 46, 5, 0, 0, 21, 7, 47, 11, 21, 7, 47, 11, 0, 0, 8, 26, 9, 8, 26, 9, 0, 0, 30, 37, 48, 30, 37, 48, 0, 0, 12, 44, 15, 27, 12, 44, 15, 27, 0, 0, 20, 42, 32, 20, 42, 32, 0, 0, 19, 19, 0, 0, 23, 2, 6, 23, 2, 6, 0, 0, 10, 10, 0, 0, 49, 35, 18, 13, 49, 35, 18, 13, 0, 0, 25, 16, 45, 33, 25, 16, 45, 33, 0, 0, 1, 1, 0, 0, 38, 14, 38, 14, 0, 0, 34, 34, 0, 0, 28, 43, 28, 43, 0, 0, 39, 36, 41, 39, 36, 41, 0, 0, 29, 29, 0, 0, 24, 24, 0, 0, 17, 17, 0]
2	Solution - 2723	190	861	88	0	19	[0, 28, 43, 8, 26, 28, 43, 8, 26, 0, 0, 3, 4, 5, 3, 4, 5, 0, 0, 21, 7, 47, 11, 21, 7, 47, 11, 0, 0, 44, 15, 27, 44, 15, 27, 0, 0, 30, 37, 48, 9, 30, 37, 48, 9, 0, 0, 50, 22, 40, 36, 50, 22, 40, 36, 0, 0, 20, 42, 32, 31, 20, 42, 32, 31, 0, 0, 19, 19, 0, 0, 23, 6, 23, 6, 0, 0, 10, 10, 0, 0, 49, 35, 18, 13, 49, 35, 18, 13, 0, 0, 25, 16, 45, 33, 25, 16, 45, 33, 0, 0, 2, 46, 1, 12, 2, 46, 1, 12, 0, 0, 38, 14, 38, 14, 0, 0, 34, 34, 0, 0, 24, 24, 0, 0, 39, 41, 39, 41, 0, 0, 29, 29, 0, 0, 17, 17, 0]
3	Solution - 1232	184	801	13	1	19	[0, 5, 3, 4, 3, 4, 10, 10, 5, 0, 0, 7, 47, 21, 9, 21, 7, 9, 47, 0, 0, 8, 11, 26, 8, 26, 11, 0, 0, 30, 38, 37, 30, 37, 38, 0, 0, 15, 44, 12, 12, 17, 44, 15, 17, 0, 0, 32, 20, 42, 20, 31, 42, 32, 31, 0, 0, 50, 36, 22, 50, 40, 22, 40, 36, 0, 0, 23, 1, 23, 6, 1, 6, 0, 0, 46, 46, 0, 0, 19, 19, 0, 0, 2, 2, 0, 0, 13, 13, 34, 25, 34, 25, 14, 14, 0, 0, 49, 49, 35, 35, 18, 18, 0, 0, 33, 39, 39, 45, 45, 33, 0, 0, 16, 24, 16, 24, 0, 0, 48, 28, 43, 28, 43, 48, 0, 0, 41, 41, 0, 0, 29, 29, 0, 0, 27, 27, 0]
4	Solution - 1232	184	801	13	1	19	[0, 5, 3, 4, 3, 4, 10, 10, 5, 0, 0, 7, 47, 21, 9, 21, 7, 9, 47, 0, 0, 8, 11, 26, 8, 26, 11, 0, 0, 30, 38, 37, 30, 37, 38, 0, 0, 15, 44, 12, 12, 17, 44, 15, 17, 0, 0, 32, 20, 42, 20, 31, 42, 32, 31, 0, 0, 50, 36, 22, 50, 40, 22, 40, 36, 0, 0, 23, 1, 23, 6, 1, 6, 0, 0, 46, 46, 0, 0, 19, 19, 0, 0, 2, 2, 0, 0, 13, 13, 34, 25, 34, 25, 14, 14, 0, 0, 49, 49, 35, 35, 18, 18, 0, 0, 33, 39, 39, 45, 45, 33, 0, 0, 16, 24, 16, 24, 0, 0, 48, 28, 43, 28, 43, 48, 0, 0, 41, 41, 0, 0, 29, 29, 0, 0, 27, 27, 0]
5	Solution - 1232	184	801	13	1	19	[0, 5, 3, 4, 3, 4, 10, 10, 5, 0, 0, 7, 47, 21, 9, 21, 7, 9, 47, 0, 0, 8, 11, 26, 8, 26, 11, 0, 0, 30, 38, 37, 30, 37, 38, 0, 0, 15, 44, 12, 12, 17, 44, 15, 17, 0, 0, 32, 20, 42, 20, 31, 42, 32, 31, 0, 0, 50, 36, 22, 50, 40, 22, 40, 36, 0, 0, 23, 1, 23, 6, 1, 6, 0, 0, 46, 46, 0, 0, 19, 19, 0, 0, 2, 2, 0, 0, 13, 13, 34, 25, 34, 25, 14, 14, 0, 0, 49, 49, 35, 35, 18, 18, 0, 0, 33, 39, 39, 45, 45, 33, 0, 0, 16, 24, 16, 24, 0, 0, 48, 28, 43, 28, 43, 48, 0, 0, 41, 41, 0, 0, 29, 29, 0, 0, 27, 27, 0]
6	Solution - 1232	184	801	13	1	19	[0, 5, 3, 4, 3, 4, 10, 10, 5, 0, 0, 7, 47, 21, 9, 21, 7, 9, 47, 0, 0, 8, 11, 26, 8, 26, 11, 0, 0, 30, 38, 37, 30, 37, 38, 0, 0, 15, 44, 12, 12, 17, 44, 15, 17, 0, 0, 32, 20, 42, 20, 31, 42, 32, 31, 0, 0, 50, 36, 22, 50, 40, 22, 40, 36, 0, 0, 23, 1, 23, 6, 1, 6, 0, 0, 46, 46, 0, 0, 19, 19, 0, 0, 2, 2, 0, 0, 13, 13, 34, 25, 34, 25, 14, 14, 0, 0, 49, 49, 35, 35, 18, 18, 0, 0, 33, 39, 39, 45, 45, 33, 0, 0, 16, 24, 16, 24, 0, 0, 48, 28, 43, 28, 43, 48, 0, 0, 41, 41, 0, 0, 29, 29, 0, 0, 27, 27, 0]
7	Solution - 1232	184	801	13	1	19	[0, 5, 3, 4, 3, 4, 10, 10, 5, 0, 0, 7, 47, 21, 9, 21, 7, 9, 47, 0, 0, 8, 11, 26, 8, 26, 11, 0, 0, 30, 38, 37, 30, 37, 38, 0, 0, 15, 44, 12, 12, 17, 44, 15, 17, 0, 0, 32, 20, 42, 20, 31, 42, 32, 31, 0, 0, 50, 36, 22, 50, 40, 22, 40, 36, 0, 0, 23, 1, 23, 6, 1, 6, 0, 0, 46, 46, 0, 0, 19, 19, 0, 0, 2, 2, 0, 0, 13, 13, 34, 25, 34, 25, 14, 14, 0, 0, 49, 49, 35, 35, 18, 18, 0, 0, 33, 39, 39, 45, 45, 33, 0, 0, 16, 24, 16, 24, 0, 0, 48, 28, 43, 28, 43, 48, 0, 0, 41, 41, 0, 0, 29, 29, 0, 0, 27, 27, 0]
8	Solution - 1232	184	801	13	1	19	[0, 5, 3, 4, 3, 4, 10, 10, 5, 0, 0, 7, 47, 21, 9, 21, 7, 9, 47, 0, 0, 8, 11, 26, 8, 26, 11, 0, 0, 30, 38, 37, 30, 37, 38, 0, 0, 15, 44, 12, 12, 17, 44, 15, 17, 0, 0, 32, 20, 42, 20, 31, 42, 32, 31, 0, 0, 50, 36, 22, 50, 40, 22, 40, 36, 0, 0, 23, 1, 23, 6, 1, 6, 0, 0, 46, 46, 0, 0, 19, 19, 0, 0, 2, 2, 0, 0, 13, 13, 34, 25, 34, 25, 14, 14, 0, 0, 49, 49, 35, 35, 18, 18, 0, 0, 33, 39, 39, 45, 45, 33, 0, 0, 16, 24, 16, 24, 0, 0, 48, 28, 43, 28, 43, 48, 0, 0, 41, 41, 0, 0, 29, 29, 0, 0, 27, 27, 0]
9	Solution - 1232	184	801	13	1	19	[0, 5, 3, 4, 3, 4, 10, 10, 5, 0, 0, 7, 47, 21, 9, 21, 7, 9, 47, 0, 0, 8, 11, 26, 8, 26, 11, 0, 0, 30, 38, 37, 30, 37, 38, 0, 0, 15, 44, 12, 12, 17, 44, 15, 17, 0, 0, 32, 20, 42, 20, 31, 42, 32, 31, 0, 0, 50, 36, 22, 50, 40, 22, 40, 36, 0, 0, 23, 1, 23, 6, 1, 6, 0, 0, 46, 46, 0, 0, 19, 19, 0, 0, 2, 2, 0, 0, 13, 13, 34, 25, 34, 25, 14, 14, 0, 0, 49, 49, 35, 35, 18, 18, 0, 0, 33, 39, 39, 45, 45, 33, 0, 0, 16, 24, 16, 24, 0, 0, 48, 28, 43, 28, 43, 48, 0, 0, 41, 41, 0, 0, 29, 29, 0, 0, 27, 27, 0]
10	Solution - 1232	184	801	13	1	19	[0, 5, 3, 4, 3, 4, 10, 10, 5, 0, 0, 7, 47, 21, 9, 21, 7, 9, 47, 0, 0, 8, 11, 26, 8, 26, 11, 0, 0, 30, 38, 37, 30, 37, 38, 0, 0, 15, 44, 12, 12, 17, 44, 15, 17, 0, 0, 32, 20, 42, 20, 31, 42, 32, 31, 0, 0, 50, 36, 22, 50, 40, 22, 40, 36, 0, 0, 23, 1, 23, 6, 1, 6, 0, 0, 46, 46, 0, 0, 19, 19, 0, 0, 2, 2, 0, 0, 13, 13, 34, 25, 34, 25, 14, 14, 0, 0, 49, 49, 35, 35, 18, 18, 0, 0, 33, 39, 39, 45, 45, 33, 0, 0, 16, 24, 16, 24, 0, 0, 48, 28, 43, 28, 43, 48, 0, 0, 41, 41, 0, 0, 29, 29, 0, 0, 27, 27, 0]
