[]
[]
[]
[]
[]
[]
[]
[]
[]
[]
[]
[]
[0, -427, 3, -433, 4, -433, 10, -433, 5, -433, 3, -445, 10, -446, 4, -451, 5, -461, 0, -471, 0, -562, 7, -568, 8, -577, 9, -582, 7, -589, 8, -589, 9, -590, 0, -599, 0, -443, 1, -446, 6, -453, 2, -463, 1, -470, 6, -472, 2, -477, 0, -483]
[0, -427, 3, -433, 4, -433, 10, -433, 5, -433, 3, -445, 10, -446, 4, -451, 5, -461, 0, -471, 0, -562, 7, -568, 8, -577, 9, -582, 7, -589, 8, -589, 9, -590, 0, -599, 0, -443, 1, -446, 6, -453, 2, -463, 1, -470, 6, -472, 2, -477, 0, -483]
[0, -427, 3, -433, 4, -433, 10, -433, 5, -433, 3, -445, 10, -446, 4, -451, 5, -461, 0, -471, 0, -562, 7, -568, 8, -577, 9, -582, 7, -589, 8, -589, 9, -590, 0, -599, 0, -443, 1, -446, 6, -453, 2, -463, 1, -470, 6, -472, 2, -477, 0, -483]
[0, -427, 3, -433, 4, -433, 10, -433, 5, -433, 3, -445, 10, -446, 4, -451, 5, -461, 0, -471, 0, -562, 7, -568, 8, -577, 9, -582, 7, -589, 8, -589, 9, -590, 0, -599, 0, -443, 1, -446, 6, -453, 2, -463, 1, -470, 6, -472, 2, -477, 0, -483]
[0, -427, 3, -433, 4, -433, 10, -433, 5, -433, 3, -445, 10, -446, 4, -451, 5, -461, 0, -471, 0, -562, 7, -568, 8, -577, 9, -582, 7, -589, 8, -589, 9, -590, 0, -599, 0, -443, 1, -446, 6, -453, 2, -463, 1, -470, 6, -472, 2, -477, 0, -483]
[0, -427, 3, -433, 4, -433, 10, -433, 5, -433, 3, -445, 10, -446, 4, -451, 5, -461, 0, -471, 0, -562, 7, -568, 8, -577, 9, -582, 7, -589, 8, -589, 9, -590, 0, -599, 0, -443, 1, -446, 6, -453, 2, -463, 1, -470, 6, -472, 2, -477, 0, -483]
[0, -427, 3, -433, 4, -433, 10, -433, 5, -433, 3, -445, 10, -446, 4, -451, 5, -461, 0, -471, 0, -562, 7, -568, 8, -577, 9, -582, 7, -589, 8, -589, 9, -590, 0, -599, 0, -443, 1, -446, 6, -453, 2, -463, 1, -470, 6, -472, 2, -477, 0, -483]
[0, -427, 3, -433, 4, -433, 10, -433, 5, -433, 3, -445, 10, -446, 4, -451, 5, -461, 0, -471, 0, -562, 7, -568, 8, -577, 9, -582, 7, -589, 8, -589, 9, -590, 0, -599, 0, -443, 1, -446, 6, -453, 2, -463, 1, -470, 6, -472, 2, -477, 0, -483]
[0, -427, 3, -433, 4, -433, 10, -433, 5, -433, 3, -445, 10, -446, 4, -451, 5, -461, 0, -471, 0, -562, 7, -568, 8, -577, 9, -582, 7, -589, 8, -589, 9, -590, 0, -599, 0, -443, 1, -446, 6, -453, 2, -463, 1, -470, 6, -472, 2, -477, 0, -483]
[0, -427, 3, -433, 4, -433, 10, -433, 5, -433, 3, -445, 10, -446, 4, -451, 5, -461, 0, -471, 0, -562, 7, -568, 8, -577, 9, -582, 7, -589, 8, -589, 9, -590, 0, -599, 0, -443, 1, -446, 6, -453, 2, -463, 1, -470, 6, -472, 2, -477, 0, -483]
[0, -427, 3, -433, 4, -433, 10, -433, 5, -433, 3, -445, 10, -446, 4, -451, 5, -461, 0, -471, 0, -562, 7, -568, 8, -577, 9, -582, 7, -589, 8, -589, 9, -590, 0, -599, 0, -443, 1, -446, 6, -453, 2, -463, 1, -470, 6, -472, 2, -477, 0, -483]
[0, -427, 3, -433, 4, -433, 10, -433, 5, -433, 3, -445, 10, -446, 4, -451, 5, -461, 0, -471, 0, -562, 7, -568, 8, -577, 9, -582, 7, -589, 8, -589, 9, -590, 0, -599, 0, -443, 1, -446, 6, -453, 2, -463, 1, -470, 6, -472, 2, -477, 0, -483]
[0, -427, 3, -433, 4, -433, 10, -433, 5, -433, 3, -445, 10, -446, 4, -451, 5, -461, 0, -471, 0, -562, 7, -568, 8, -577, 9, -582, 7, -589, 8, -589, 9, -590, 0, -599, 0, -443, 1, -446, 6, -453, 2, -463, 1, -470, 6, -472, 2, -477, 0, -483]
