1	Individual - 	179	26	113	10	0	4	[0, 5, 6, 5, 6, 0, 0, 4, 3, 10, 4, 3, 10, 0, 0, 7, 8, 9, 7, 8, 9, 0, 0, 2, 1, 2, 1, 0]
2	Individual - 	179	26	113	10	0	4	[0, 5, 6, 5, 6, 0, 0, 3, 4, 10, 3, 4, 10, 0, 0, 7, 8, 9, 7, 8, 9, 0, 0, 1, 2, 1, 2, 0]
3	Individual - 	179	26	113	10	0	4	[0, 5, 6, 5, 6, 0, 0, 4, 3, 10, 4, 3, 10, 0, 0, 7, 8, 9, 7, 8, 9, 0, 0, 1, 2, 1, 2, 0]
4	Individual - 	179	26	113	10	0	4	[0, 5, 6, 5, 6, 0, 0, 3, 4, 10, 3, 4, 10, 0, 0, 7, 8, 9, 7, 8, 9, 0, 0, 1, 2, 1, 2, 0]
5	Individual - 	179	26	113	10	0	4	[0, 5, 6, 5, 6, 0, 0, 4, 3, 10, 4, 3, 10, 0, 0, 7, 8, 9, 7, 8, 9, 0, 0, 1, 2, 1, 2, 0]
6	Individual - 	177	29	124	6	0	4	[0, 5, 5, 6, 1, 1, 6, 0, 0, 4, 3, 10, 4, 3, 10, 0, 0, 7, 8, 9, 7, 8, 9, 0, 0, 2, 2, 0]
7	Individual - 	177	29	124	6	0	4	[0, 5, 5, 6, 1, 1, 6, 0, 0, 4, 3, 10, 4, 3, 10, 0, 0, 7, 8, 9, 7, 8, 9, 0, 0, 2, 2, 0]
8	Individual - 	177	29	124	6	0	4	[0, 5, 5, 6, 1, 1, 6, 0, 0, 3, 4, 10, 3, 4, 10, 0, 0, 7, 8, 9, 7, 8, 9, 0, 0, 2, 2, 0]
9	Individual - 	177	29	124	6	0	4	[0, 5, 5, 6, 1, 1, 6, 0, 0, 3, 4, 10, 3, 4, 10, 0, 0, 7, 8, 9, 7, 8, 9, 0, 0, 2, 2, 0]
10	Individual - 	177	29	124	6	0	4	[0, 5, 5, 6, 1, 1, 6, 0, 0, 3, 4, 10, 3, 4, 10, 0, 0, 7, 8, 9, 7, 8, 9, 0, 0, 2, 2, 0]
11	Individual - 	177	29	124	6	0	4	[0, 5, 5, 6, 1, 1, 6, 0, 0, 3, 4, 10, 3, 4, 10, 0, 0, 7, 8, 9, 7, 8, 9, 0, 0, 2, 2, 0]
12	Individual - 	170	33	137	0	0	4	[0, 1, 5, 6, 5, 1, 6, 0, 0, 3, 4, 4, 3, 10, 10, 0, 0, 7, 8, 9, 7, 8, 9, 0, 0, 2, 2, 0]
13	Individual - 	170	33	137	0	0	4	[0, 1, 5, 6, 5, 1, 6, 0, 0, 3, 4, 4, 3, 10, 10, 0, 0, 7, 8, 9, 7, 8, 9, 0, 0, 2, 2, 0]
14	Individual - 	170	33	137	0	0	4	[0, 1, 5, 6, 5, 1, 6, 0, 0, 3, 4, 4, 3, 10, 10, 0, 0, 7, 8, 9, 7, 8, 9, 0, 0, 2, 2, 0]
15	Individual - 	154	25	111	6	0	3	[0, 1, 5, 5, 6, 2, 2, 1, 6, 0, 0, 4, 3, 10, 4, 3, 10, 0, 0, 7, 8, 9, 7, 8, 9, 0]
16	Individual - 	154	25	111	6	0	3	[0, 1, 5, 5, 6, 2, 2, 1, 6, 0, 0, 4, 3, 10, 4, 3, 10, 0, 0, 7, 8, 9, 7, 8, 9, 0]
17	Individual - 	154	25	111	6	0	3	[0, 1, 5, 5, 6, 2, 2, 1, 6, 0, 0, 3, 4, 10, 3, 4, 10, 0, 0, 7, 8, 9, 7, 8, 9, 0]
18	Individual - 	154	25	111	6	0	3	[0, 1, 5, 5, 6, 2, 2, 1, 6, 0, 0, 4, 3, 10, 4, 3, 10, 0, 0, 7, 8, 9, 7, 8, 9, 0]
19	Individual - 	154	25	111	6	0	3	[0, 1, 5, 5, 6, 2, 2, 1, 6, 0, 0, 4, 3, 10, 4, 3, 10, 0, 0, 7, 8, 9, 7, 8, 9, 0]
20	Individual - 	154	25	111	6	0	3	[0, 1, 5, 5, 6, 2, 2, 1, 6, 0, 0, 4, 3, 10, 4, 3, 10, 0, 0, 7, 8, 9, 7, 8, 9, 0]
21	Individual - 	154	25	111	6	0	3	[0, 1, 5, 5, 6, 2, 2, 1, 6, 0, 0, 4, 3, 10, 4, 3, 10, 0, 0, 7, 8, 9, 7, 8, 9, 0]
22	Individual - 	154	25	111	6	0	3	[0, 1, 5, 5, 6, 2, 2, 1, 6, 0, 0, 4, 3, 10, 4, 3, 10, 0, 0, 7, 8, 9, 7, 8, 9, 0]
23	Individual - 	154	25	111	6	0	3	[0, 1, 5, 5, 6, 2, 2, 1, 6, 0, 0, 4, 3, 10, 4, 3, 10, 0, 0, 7, 8, 9, 7, 8, 9, 0]
24	Individual - 	154	25	111	6	0	3	[0, 1, 5, 5, 6, 2, 2, 1, 6, 0, 0, 4, 3, 10, 4, 3, 10, 0, 0, 7, 8, 9, 7, 8, 9, 0]
25	Individual - 	154	25	111	6	0	3	[0, 1, 5, 5, 6, 2, 2, 1, 6, 0, 0, 4, 3, 10, 4, 3, 10, 0, 0, 7, 8, 9, 7, 8, 9, 0]
26	Individual - 	154	25	111	6	0	3	[0, 1, 5, 5, 6, 2, 2, 1, 6, 0, 0, 4, 3, 10, 4, 3, 10, 0, 0, 7, 8, 9, 7, 8, 9, 0]
27	Individual - 	154	25	111	6	0	3	[0, 1, 5, 5, 6, 2, 2, 1, 6, 0, 0, 4, 3, 10, 4, 3, 10, 0, 0, 7, 8, 9, 7, 8, 9, 0]
28	Individual - 	154	25	111	6	0	3	[0, 1, 5, 5, 6, 2, 2, 1, 6, 0, 0, 4, 3, 10, 4, 3, 10, 0, 0, 7, 8, 9, 7, 8, 9, 0]
29	Individual - 	154	25	111	6	0	3	[0, 1, 5, 5, 6, 2, 2, 1, 6, 0, 0, 4, 3, 10, 4, 3, 10, 0, 0, 7, 8, 9, 7, 8, 9, 0]
30	Individual - 	154	25	111	6	0	3	[0, 1, 5, 5, 6, 2, 2, 1, 6, 0, 0, 4, 3, 10, 4, 3, 10, 0, 0, 7, 8, 9, 7, 8, 9, 0]
31	Individual - 	154	25	111	6	0	3	[0, 1, 5, 5, 6, 2, 2, 1, 6, 0, 0, 4, 3, 10, 4, 3, 10, 0, 0, 7, 8, 9, 7, 8, 9, 0]
32	Individual - 	154	25	111	6	0	3	[0, 1, 5, 5, 6, 2, 2, 1, 6, 0, 0, 4, 3, 10, 4, 3, 10, 0, 0, 7, 8, 9, 7, 8, 9, 0]
33	Individual - 	154	25	111	6	0	3	[0, 1, 5, 5, 6, 2, 2, 1, 6, 0, 0, 4, 3, 10, 4, 3, 10, 0, 0, 7, 8, 9, 7, 8, 9, 0]
34	Individual - 	154	25	111	6	0	3	[0, 1, 5, 5, 6, 2, 2, 1, 6, 0, 0, 4, 3, 10, 4, 3, 10, 0, 0, 7, 8, 9, 7, 8, 9, 0]
35	Individual - 	154	25	111	6	0	3	[0, 1, 5, 5, 6, 2, 2, 1, 6, 0, 0, 4, 3, 10, 4, 3, 10, 0, 0, 7, 8, 9, 7, 8, 9, 0]
36	Individual - 	154	25	111	6	0	3	[0, 1, 5, 5, 6, 2, 2, 1, 6, 0, 0, 4, 3, 10, 4, 3, 10, 0, 0, 7, 8, 9, 7, 8, 9, 0]
