0	Solution - 161	31	130	0	0	3	[0, 3, 4, 5, 4, 3, 10, 10, 5, 0, 0, 7, 8, 9, 7, 8, 9, 0, 0, 1, 2, 1, 2, 6, 6, 0]
1	Solution - 161	31	130	0	0	3	[0, 3, 4, 5, 4, 3, 10, 10, 5, 0, 0, 7, 8, 9, 7, 8, 9, 0, 0, 1, 2, 1, 2, 6, 6, 0]
2	Solution - 161	31	130	0	0	3	[0, 3, 4, 5, 4, 3, 10, 10, 5, 0, 0, 7, 8, 9, 7, 8, 9, 0, 0, 1, 2, 1, 2, 6, 6, 0]
3	Solution - 161	31	130	0	0	3	[0, 3, 4, 5, 4, 3, 10, 10, 5, 0, 0, 7, 8, 9, 7, 8, 9, 0, 0, 1, 2, 1, 2, 6, 6, 0]
4	Solution - 161	31	130	0	0	3	[0, 3, 4, 5, 4, 3, 10, 10, 5, 0, 0, 7, 8, 9, 7, 8, 9, 0, 0, 1, 2, 1, 2, 6, 6, 0]
5	Solution - 161	31	130	0	0	3	[0, 3, 4, 5, 4, 3, 10, 10, 5, 0, 0, 7, 8, 9, 7, 8, 9, 0, 0, 1, 2, 1, 2, 6, 6, 0]
6	Solution - 161	31	130	0	0	3	[0, 3, 4, 5, 4, 3, 10, 10, 5, 0, 0, 7, 8, 9, 7, 8, 9, 0, 0, 1, 2, 1, 2, 6, 6, 0]
7	Solution - 161	31	130	0	0	3	[0, 3, 4, 5, 4, 3, 10, 10, 5, 0, 0, 7, 8, 9, 7, 8, 9, 0, 0, 1, 2, 1, 2, 6, 6, 0]
8	Solution - 161	31	130	0	0	3	[0, 3, 4, 5, 4, 3, 10, 10, 5, 0, 0, 7, 8, 9, 7, 8, 9, 0, 0, 1, 2, 1, 2, 6, 6, 0]
9	Solution - 161	31	130	0	0	3	[0, 3, 4, 5, 4, 3, 10, 10, 5, 0, 0, 7, 8, 9, 7, 8, 9, 0, 0, 1, 2, 1, 2, 6, 6, 0]
10	Solution - 161	31	130	0	0	3	[0, 3, 4, 5, 4, 3, 10, 10, 5, 0, 0, 7, 8, 9, 7, 8, 9, 0, 0, 1, 2, 1, 2, 6, 6, 0]
11	Solution - 161	31	130	0	0	3	[0, 3, 4, 5, 4, 3, 10, 10, 5, 0, 0, 7, 8, 9, 7, 8, 9, 0, 0, 1, 2, 1, 2, 6, 6, 0]
12	Solution - 161	31	130	0	0	3	[0, 3, 4, 5, 4, 3, 10, 10, 5, 0, 0, 7, 8, 9, 7, 8, 9, 0, 0, 1, 2, 1, 2, 6, 6, 0]
13	Solution - 161	31	130	0	0	3	[0, 3, 4, 5, 4, 3, 10, 10, 5, 0, 0, 7, 8, 9, 7, 8, 9, 0, 0, 1, 2, 1, 2, 6, 6, 0]
14	Solution - 161	31	130	0	0	3	[0, 3, 4, 5, 4, 3, 10, 10, 5, 0, 0, 7, 8, 9, 7, 8, 9, 0, 0, 1, 2, 1, 2, 6, 6, 0]
15	Solution - 161	31	130	0	0	3	[0, 3, 4, 5, 4, 3, 10, 10, 5, 0, 0, 7, 8, 9, 7, 8, 9, 0, 0, 1, 2, 1, 2, 6, 6, 0]
16	Solution - 161	31	130	0	0	3	[0, 3, 4, 5, 4, 3, 10, 10, 5, 0, 0, 7, 8, 9, 7, 8, 9, 0, 0, 1, 2, 1, 2, 6, 6, 0]
17	Solution - 161	31	130	0	0	3	[0, 3, 4, 5, 4, 3, 10, 10, 5, 0, 0, 7, 8, 9, 7, 8, 9, 0, 0, 1, 2, 1, 2, 6, 6, 0]
18	Solution - 161	31	130	0	0	3	[0, 3, 4, 5, 4, 3, 10, 10, 5, 0, 0, 7, 8, 9, 7, 8, 9, 0, 0, 1, 2, 1, 2, 6, 6, 0]
19	Solution - 161	31	130	0	0	3	[0, 3, 4, 5, 4, 3, 10, 10, 5, 0, 0, 7, 8, 9, 7, 8, 9, 0, 0, 1, 2, 1, 2, 6, 6, 0]
20	Solution - 161	31	130	0	0	3	[0, 3, 4, 5, 4, 3, 10, 10, 5, 0, 0, 7, 8, 9, 7, 8, 9, 0, 0, 1, 2, 1, 2, 6, 6, 0]
21	Solution - 157	31	126	0	0	3	[0, 5, 4, 3, 6, 3, 4, 10, 10, 5, 6, 0, 0, 7, 8, 9, 7, 8, 9, 0, 0, 2, 1, 2, 1, 0]
22	Solution - 157	31	126	0	0	3	[0, 5, 4, 3, 6, 3, 4, 10, 10, 5, 6, 0, 0, 7, 8, 9, 7, 8, 9, 0, 0, 2, 1, 2, 1, 0]
23	Solution - 157	31	126	0	0	3	[0, 5, 4, 3, 6, 3, 4, 10, 10, 5, 6, 0, 0, 7, 8, 9, 7, 8, 9, 0, 0, 2, 1, 2, 1, 0]
24	Solution - 157	31	126	0	0	3	[0, 5, 4, 3, 6, 3, 4, 10, 10, 5, 6, 0, 0, 7, 8, 9, 7, 8, 9, 0, 0, 2, 1, 2, 1, 0]
25	Solution - 157	31	126	0	0	3	[0, 5, 4, 3, 6, 3, 4, 10, 10, 5, 6, 0, 0, 7, 8, 9, 7, 8, 9, 0, 0, 2, 1, 2, 1, 0]
26	Solution - 157	31	126	0	0	3	[0, 5, 4, 3, 6, 3, 4, 10, 10, 5, 6, 0, 0, 7, 8, 9, 7, 8, 9, 0, 0, 2, 1, 2, 1, 0]
27	Solution - 157	31	126	0	0	3	[0, 5, 4, 3, 6, 3, 4, 10, 10, 5, 6, 0, 0, 7, 8, 9, 7, 8, 9, 0, 0, 2, 1, 2, 1, 0]
28	Solution - 157	31	126	0	0	3	[0, 5, 4, 3, 6, 3, 4, 10, 10, 5, 6, 0, 0, 7, 8, 9, 7, 8, 9, 0, 0, 2, 1, 2, 1, 0]
