0	Solution - 1435	177	798	23	1	20	[0, 26, 21, 43, 43, 8, 8, 26, 21, 0, 0, 5, 4, 3, 4, 3, 46, 46, 5, 0, 0, 35, 44, 49, 44, 15, 15, 49, 35, 0, 0, 48, 37, 7, 30, 30, 37, 48, 7, 0, 0, 20, 29, 6, 12, 12, 29, 6, 20, 0, 0, 22, 50, 50, 22, 40, 36, 40, 36, 0, 0, 23, 23, 1, 1, 0, 0, 19, 19, 0, 0, 18, 42, 13, 42, 32, 32, 18, 13, 0, 0, 45, 16, 25, 16, 25, 33, 45, 33, 0, 0, 2, 2, 0, 0, 10, 10, 0, 0, 27, 27, 31, 31, 0, 0, 24, 28, 24, 39, 39, 28, 38, 38, 0, 0, 14, 14, 11, 11, 0, 0, 34, 34, 0, 0, 47, 47, 0, 0, 41, 41, 0, 0, 9, 9, 0, 0, 17, 17, 0]
1	Solution - 1435	177	798	23	1	20	[0, 26, 21, 43, 43, 8, 8, 26, 21, 0, 0, 5, 4, 3, 4, 3, 46, 46, 5, 0, 0, 35, 44, 49, 44, 15, 15, 49, 35, 0, 0, 48, 37, 7, 30, 30, 37, 48, 7, 0, 0, 20, 29, 6, 12, 12, 29, 6, 20, 0, 0, 22, 50, 50, 22, 40, 36, 40, 36, 0, 0, 23, 23, 1, 1, 0, 0, 19, 19, 0, 0, 18, 42, 13, 42, 32, 32, 18, 13, 0, 0, 45, 16, 25, 16, 25, 33, 45, 33, 0, 0, 2, 2, 0, 0, 10, 10, 0, 0, 27, 27, 31, 31, 0, 0, 24, 28, 24, 39, 39, 28, 38, 38, 0, 0, 14, 14, 11, 11, 0, 0, 34, 34, 0, 0, 47, 47, 0, 0, 41, 41, 0, 0, 9, 9, 0, 0, 17, 17, 0]
2	Solution - 1275	177	798	15	1	20	[0, 39, 39, 24, 24, 48, 37, 37, 48, 0, 0, 5, 4, 3, 4, 3, 46, 46, 5, 0, 0, 21, 7, 47, 11, 21, 7, 11, 47, 0, 0, 26, 8, 9, 8, 26, 9, 0, 0, 30, 30, 14, 14, 0, 0, 22, 50, 50, 22, 40, 36, 40, 36, 0, 0, 12, 44, 12, 27, 44, 15, 15, 27, 0, 0, 32, 20, 31, 20, 42, 31, 42, 32, 0, 0, 19, 19, 0, 0, 23, 1, 23, 6, 1, 6, 0, 0, 10, 10, 0, 0, 49, 49, 35, 13, 18, 35, 13, 18, 0, 0, 45, 16, 25, 16, 25, 33, 45, 33, 0, 0, 2, 2, 0, 0, 38, 38, 0, 0, 34, 34, 0, 0, 28, 43, 28, 43, 0, 0, 29, 29, 0, 0, 41, 41, 0, 0, 17, 17, 0]
3	Solution - 1243	170	769	16	1	19	[0, 50, 42, 27, 35, 42, 27, 35, 50, 0, 0, 5, 4, 3, 4, 3, 46, 46, 5, 0, 0, 21, 7, 47, 11, 21, 7, 11, 47, 0, 0, 26, 8, 9, 8, 26, 9, 0, 0, 48, 37, 30, 30, 37, 48, 0, 0, 12, 20, 15, 12, 44, 44, 15, 20, 0, 0, 19, 19, 0, 0, 23, 1, 23, 6, 1, 6, 0, 0, 10, 10, 0, 0, 22, 49, 18, 49, 31, 31, 18, 22, 0, 0, 2, 2, 0, 0, 34, 13, 39, 13, 34, 25, 25, 39, 0, 0, 45, 45, 33, 33, 14, 14, 0, 0, 24, 40, 40, 24, 43, 43, 28, 28, 0, 0, 36, 41, 38, 36, 41, 38, 0, 0, 29, 29, 0, 0, 32, 32, 0, 0, 16, 16, 0, 0, 17, 17, 0]
4	Solution - 1186	181	816	9	1	21	[0, 35, 15, 15, 49, 49, 50, 35, 50, 0, 0, 5, 3, 4, 3, 4, 46, 46, 5, 0, 0, 21, 7, 47, 11, 21, 7, 11, 47, 0, 0, 26, 8, 9, 8, 26, 9, 0, 0, 48, 37, 30, 30, 37, 48, 0, 0, 12, 12, 44, 44, 0, 0, 19, 19, 0, 0, 23, 1, 23, 6, 1, 6, 0, 0, 32, 20, 20, 42, 31, 42, 32, 31, 0, 0, 2, 2, 0, 0, 34, 13, 39, 13, 34, 25, 25, 39, 0, 0, 45, 45, 33, 33, 14, 14, 0, 0, 22, 18, 24, 18, 22, 16, 16, 24, 0, 0, 27, 27, 0, 0, 10, 10, 0, 0, 40, 40, 28, 28, 0, 0, 43, 43, 38, 38, 0, 0, 29, 29, 0, 0, 41, 41, 0, 0, 36, 36, 0, 0, 17, 17, 0]
5	Solution - 1186	181	816	9	1	21	[0, 35, 15, 15, 49, 49, 50, 35, 50, 0, 0, 5, 3, 4, 3, 4, 46, 46, 5, 0, 0, 21, 7, 47, 11, 21, 7, 11, 47, 0, 0, 26, 8, 9, 8, 26, 9, 0, 0, 48, 37, 30, 30, 37, 48, 0, 0, 12, 12, 44, 44, 0, 0, 19, 19, 0, 0, 23, 1, 23, 6, 1, 6, 0, 0, 32, 20, 20, 42, 31, 42, 32, 31, 0, 0, 2, 2, 0, 0, 34, 13, 39, 13, 34, 25, 25, 39, 0, 0, 45, 45, 33, 33, 14, 14, 0, 0, 22, 18, 24, 18, 22, 16, 16, 24, 0, 0, 27, 27, 0, 0, 10, 10, 0, 0, 40, 40, 28, 28, 0, 0, 43, 43, 38, 38, 0, 0, 29, 29, 0, 0, 41, 41, 0, 0, 36, 36, 0, 0, 17, 17, 0]
6	Solution - 1017	174	771	4	1	18	[0, 50, 32, 32, 22, 25, 50, 22, 25, 0, 0, 5, 4, 3, 4, 3, 46, 46, 5, 0, 0, 21, 7, 47, 11, 21, 7, 11, 47, 0, 0, 26, 8, 9, 8, 26, 9, 0, 0, 48, 37, 30, 30, 37, 48, 0, 0, 12, 44, 12, 27, 44, 15, 15, 27, 0, 0, 18, 20, 42, 20, 31, 42, 31, 18, 0, 0, 13, 49, 49, 34, 35, 35, 13, 34, 0, 0, 19, 19, 0, 0, 23, 1, 23, 6, 1, 6, 0, 0, 10, 10, 0, 0, 2, 2, 0, 0, 45, 45, 33, 33, 14, 14, 0, 0, 24, 40, 40, 24, 43, 43, 28, 28, 0, 0, 39, 39, 36, 41, 41, 36, 38, 38, 0, 0, 29, 29, 0, 0, 16, 16, 0, 0, 17, 17, 0]
7	Solution - 953	168	751	2	1	17	[0, 12, 2, 1, 46, 2, 1, 46, 12, 0, 0, 5, 3, 4, 4, 3, 10, 10, 5, 0, 0, 7, 48, 11, 48, 8, 7, 8, 11, 0, 0, 21, 21, 0, 0, 22, 50, 50, 22, 40, 36, 40, 36, 0, 0, 30, 30, 14, 37, 26, 37, 14, 26, 0, 0, 19, 42, 42, 18, 35, 35, 18, 19, 0, 0, 23, 29, 6, 23, 44, 29, 6, 44, 0, 0, 34, 49, 49, 13, 31, 31, 13, 34, 0, 0, 45, 45, 33, 33, 0, 0, 24, 24, 39, 28, 39, 43, 43, 28, 0, 0, 27, 27, 32, 32, 0, 0, 15, 20, 15, 20, 0, 0, 16, 25, 16, 25, 41, 41, 0, 0, 47, 47, 0, 0, 38, 38, 9, 9, 0, 0, 17, 17, 0]
8	Solution - 953	168	751	2	1	17	[0, 12, 2, 1, 46, 2, 1, 46, 12, 0, 0, 5, 3, 4, 4, 3, 10, 10, 5, 0, 0, 7, 48, 11, 48, 8, 7, 8, 11, 0, 0, 21, 21, 0, 0, 22, 50, 50, 22, 40, 36, 40, 36, 0, 0, 30, 30, 14, 37, 26, 37, 14, 26, 0, 0, 19, 42, 42, 18, 35, 35, 18, 19, 0, 0, 23, 29, 6, 23, 44, 29, 6, 44, 0, 0, 34, 49, 49, 13, 31, 31, 13, 34, 0, 0, 45, 45, 33, 33, 0, 0, 24, 24, 39, 28, 39, 43, 43, 28, 0, 0, 27, 27, 32, 32, 0, 0, 15, 20, 15, 20, 0, 0, 16, 25, 16, 25, 41, 41, 0, 0, 47, 47, 0, 0, 38, 38, 9, 9, 0, 0, 17, 17, 0]
9	Solution - 953	168	751	2	1	17	[0, 12, 2, 1, 46, 2, 1, 46, 12, 0, 0, 5, 3, 4, 4, 3, 10, 10, 5, 0, 0, 7, 48, 11, 48, 8, 7, 8, 11, 0, 0, 21, 21, 0, 0, 22, 50, 50, 22, 40, 36, 40, 36, 0, 0, 30, 30, 14, 37, 26, 37, 14, 26, 0, 0, 19, 42, 42, 18, 35, 35, 18, 19, 0, 0, 23, 29, 6, 23, 44, 29, 6, 44, 0, 0, 34, 49, 49, 13, 31, 31, 13, 34, 0, 0, 45, 45, 33, 33, 0, 0, 24, 24, 39, 28, 39, 43, 43, 28, 0, 0, 27, 27, 32, 32, 0, 0, 15, 20, 15, 20, 0, 0, 16, 25, 16, 25, 41, 41, 0, 0, 47, 47, 0, 0, 38, 38, 9, 9, 0, 0, 17, 17, 0]
10	Solution - 953	168	751	2	1	17	[0, 12, 2, 1, 46, 2, 1, 46, 12, 0, 0, 5, 3, 4, 4, 3, 10, 10, 5, 0, 0, 7, 48, 11, 48, 8, 7, 8, 11, 0, 0, 21, 21, 0, 0, 22, 50, 50, 22, 40, 36, 40, 36, 0, 0, 30, 30, 14, 37, 26, 37, 14, 26, 0, 0, 19, 42, 42, 18, 35, 35, 18, 19, 0, 0, 23, 29, 6, 23, 44, 29, 6, 44, 0, 0, 34, 49, 49, 13, 31, 31, 13, 34, 0, 0, 45, 45, 33, 33, 0, 0, 24, 24, 39, 28, 39, 43, 43, 28, 0, 0, 27, 27, 32, 32, 0, 0, 15, 20, 15, 20, 0, 0, 16, 25, 16, 25, 41, 41, 0, 0, 47, 47, 0, 0, 38, 38, 9, 9, 0, 0, 17, 17, 0]
11	Solution - 953	168	751	2	1	17	[0, 12, 2, 1, 46, 2, 1, 46, 12, 0, 0, 5, 3, 4, 4, 3, 10, 10, 5, 0, 0, 7, 48, 11, 48, 8, 7, 8, 11, 0, 0, 21, 21, 0, 0, 22, 50, 50, 22, 40, 36, 40, 36, 0, 0, 30, 30, 14, 37, 26, 37, 14, 26, 0, 0, 19, 42, 42, 18, 35, 35, 18, 19, 0, 0, 23, 29, 6, 23, 44, 29, 6, 44, 0, 0, 34, 49, 49, 13, 31, 31, 13, 34, 0, 0, 45, 45, 33, 33, 0, 0, 24, 24, 39, 28, 39, 43, 43, 28, 0, 0, 27, 27, 32, 32, 0, 0, 15, 20, 15, 20, 0, 0, 16, 25, 16, 25, 41, 41, 0, 0, 47, 47, 0, 0, 38, 38, 9, 9, 0, 0, 17, 17, 0]
12	Solution - 953	168	751	2	1	17	[0, 12, 2, 1, 46, 2, 1, 46, 12, 0, 0, 5, 3, 4, 4, 3, 10, 10, 5, 0, 0, 7, 48, 11, 48, 8, 7, 8, 11, 0, 0, 21, 21, 0, 0, 22, 50, 50, 22, 40, 36, 40, 36, 0, 0, 30, 30, 14, 37, 26, 37, 14, 26, 0, 0, 19, 42, 42, 18, 35, 35, 18, 19, 0, 0, 23, 29, 6, 23, 44, 29, 6, 44, 0, 0, 34, 49, 49, 13, 31, 31, 13, 34, 0, 0, 45, 45, 33, 33, 0, 0, 24, 24, 39, 28, 39, 43, 43, 28, 0, 0, 27, 27, 32, 32, 0, 0, 15, 20, 15, 20, 0, 0, 16, 25, 16, 25, 41, 41, 0, 0, 47, 47, 0, 0, 38, 38, 9, 9, 0, 0, 17, 17, 0]
13	Solution - 953	168	751	2	1	17	[0, 12, 2, 1, 46, 2, 1, 46, 12, 0, 0, 5, 3, 4, 4, 3, 10, 10, 5, 0, 0, 7, 48, 11, 48, 8, 7, 8, 11, 0, 0, 21, 21, 0, 0, 22, 50, 50, 22, 40, 36, 40, 36, 0, 0, 30, 30, 14, 37, 26, 37, 14, 26, 0, 0, 19, 42, 42, 18, 35, 35, 18, 19, 0, 0, 23, 29, 6, 23, 44, 29, 6, 44, 0, 0, 34, 49, 49, 13, 31, 31, 13, 34, 0, 0, 45, 45, 33, 33, 0, 0, 24, 24, 39, 28, 39, 43, 43, 28, 0, 0, 27, 27, 32, 32, 0, 0, 15, 20, 15, 20, 0, 0, 16, 25, 16, 25, 41, 41, 0, 0, 47, 47, 0, 0, 38, 38, 9, 9, 0, 0, 17, 17, 0]
14	Solution - 953	168	751	2	1	17	[0, 12, 2, 1, 46, 2, 1, 46, 12, 0, 0, 5, 3, 4, 4, 3, 10, 10, 5, 0, 0, 7, 48, 11, 48, 8, 7, 8, 11, 0, 0, 21, 21, 0, 0, 22, 50, 50, 22, 40, 36, 40, 36, 0, 0, 30, 30, 14, 37, 26, 37, 14, 26, 0, 0, 19, 42, 42, 18, 35, 35, 18, 19, 0, 0, 23, 29, 6, 23, 44, 29, 6, 44, 0, 0, 34, 49, 49, 13, 31, 31, 13, 34, 0, 0, 45, 45, 33, 33, 0, 0, 24, 24, 39, 28, 39, 43, 43, 28, 0, 0, 27, 27, 32, 32, 0, 0, 15, 20, 15, 20, 0, 0, 16, 25, 16, 25, 41, 41, 0, 0, 47, 47, 0, 0, 38, 38, 9, 9, 0, 0, 17, 17, 0]
15	Solution - 953	168	751	2	1	17	[0, 12, 2, 1, 46, 2, 1, 46, 12, 0, 0, 5, 3, 4, 4, 3, 10, 10, 5, 0, 0, 7, 48, 11, 48, 8, 7, 8, 11, 0, 0, 21, 21, 0, 0, 22, 50, 50, 22, 40, 36, 40, 36, 0, 0, 30, 30, 14, 37, 26, 37, 14, 26, 0, 0, 19, 42, 42, 18, 35, 35, 18, 19, 0, 0, 23, 29, 6, 23, 44, 29, 6, 44, 0, 0, 34, 49, 49, 13, 31, 31, 13, 34, 0, 0, 45, 45, 33, 33, 0, 0, 24, 24, 39, 28, 39, 43, 43, 28, 0, 0, 27, 27, 32, 32, 0, 0, 15, 20, 15, 20, 0, 0, 16, 25, 16, 25, 41, 41, 0, 0, 47, 47, 0, 0, 38, 38, 9, 9, 0, 0, 17, 17, 0]
16	Solution - 953	168	751	2	1	17	[0, 12, 2, 1, 46, 2, 1, 46, 12, 0, 0, 5, 3, 4, 4, 3, 10, 10, 5, 0, 0, 7, 48, 11, 48, 8, 7, 8, 11, 0, 0, 21, 21, 0, 0, 22, 50, 50, 22, 40, 36, 40, 36, 0, 0, 30, 30, 14, 37, 26, 37, 14, 26, 0, 0, 19, 42, 42, 18, 35, 35, 18, 19, 0, 0, 23, 29, 6, 23, 44, 29, 6, 44, 0, 0, 34, 49, 49, 13, 31, 31, 13, 34, 0, 0, 45, 45, 33, 33, 0, 0, 24, 24, 39, 28, 39, 43, 43, 28, 0, 0, 27, 27, 32, 32, 0, 0, 15, 20, 15, 20, 0, 0, 16, 25, 16, 25, 41, 41, 0, 0, 47, 47, 0, 0, 38, 38, 9, 9, 0, 0, 17, 17, 0]
17	Solution - 953	168	751	2	1	17	[0, 12, 2, 1, 46, 2, 1, 46, 12, 0, 0, 5, 3, 4, 4, 3, 10, 10, 5, 0, 0, 7, 48, 11, 48, 8, 7, 8, 11, 0, 0, 21, 21, 0, 0, 22, 50, 50, 22, 40, 36, 40, 36, 0, 0, 30, 30, 14, 37, 26, 37, 14, 26, 0, 0, 19, 42, 42, 18, 35, 35, 18, 19, 0, 0, 23, 29, 6, 23, 44, 29, 6, 44, 0, 0, 34, 49, 49, 13, 31, 31, 13, 34, 0, 0, 45, 45, 33, 33, 0, 0, 24, 24, 39, 28, 39, 43, 43, 28, 0, 0, 27, 27, 32, 32, 0, 0, 15, 20, 15, 20, 0, 0, 16, 25, 16, 25, 41, 41, 0, 0, 47, 47, 0, 0, 38, 38, 9, 9, 0, 0, 17, 17, 0]
18	Solution - 953	168	751	2	1	17	[0, 12, 2, 1, 46, 2, 1, 46, 12, 0, 0, 5, 3, 4, 4, 3, 10, 10, 5, 0, 0, 7, 48, 11, 48, 8, 7, 8, 11, 0, 0, 21, 21, 0, 0, 22, 50, 50, 22, 40, 36, 40, 36, 0, 0, 30, 30, 14, 37, 26, 37, 14, 26, 0, 0, 19, 42, 42, 18, 35, 35, 18, 19, 0, 0, 23, 29, 6, 23, 44, 29, 6, 44, 0, 0, 34, 49, 49, 13, 31, 31, 13, 34, 0, 0, 45, 45, 33, 33, 0, 0, 24, 24, 39, 28, 39, 43, 43, 28, 0, 0, 27, 27, 32, 32, 0, 0, 15, 20, 15, 20, 0, 0, 16, 25, 16, 25, 41, 41, 0, 0, 47, 47, 0, 0, 38, 38, 9, 9, 0, 0, 17, 17, 0]
19	Solution - 953	168	751	2	1	17	[0, 12, 2, 1, 46, 2, 1, 46, 12, 0, 0, 5, 3, 4, 4, 3, 10, 10, 5, 0, 0, 7, 48, 11, 48, 8, 7, 8, 11, 0, 0, 21, 21, 0, 0, 22, 50, 50, 22, 40, 36, 40, 36, 0, 0, 30, 30, 14, 37, 26, 37, 14, 26, 0, 0, 19, 42, 42, 18, 35, 35, 18, 19, 0, 0, 23, 29, 6, 23, 44, 29, 6, 44, 0, 0, 34, 49, 49, 13, 31, 31, 13, 34, 0, 0, 45, 45, 33, 33, 0, 0, 24, 24, 39, 28, 39, 43, 43, 28, 0, 0, 27, 27, 32, 32, 0, 0, 15, 20, 15, 20, 0, 0, 16, 25, 16, 25, 41, 41, 0, 0, 47, 47, 0, 0, 38, 38, 9, 9, 0, 0, 17, 17, 0]
